GeneName	Responder1	Responder2	Responder3	Responder4	NonResponder1	NonResponder2	NonResponder3	NonResponder4
ACVRL1	3.5569413	-1.7341473	3.106312	2.7275088	0.1848557	-5.6407223	-0.1848557	-5.0284576
ACY1	0.071400404	-2.3948505	1.6469476	1.8630168	0.0475986	-0.10971093	-0.0475986	-0.0833323
ACY3	1.2764015	0.48910952	1.6181784	0.88698816	-0.48910952	-1.9338999	-0.71072197	-2.6371298
ACYP1	-0.8739219	1.4608727	0.9922633	0.6925788	0.21393347	-0.21393347	-1.0162983	-0.47327375
ACYP2	0.061639547	-0.37806296	-0.19605279	-0.8456042	0.055128813	0.39977527	-0.055128813	0.49182773
ADA	0.11273098	0.91735506	-3.8874826	-3.8508387	0.673048	-0.056215286	-0.17286634	0.056215286
ADAD1	1.9519601	3.254579	-0.88689375	-0.19306707	-0.7070656	-0.5916157	0.24316025	0.1930666
ADAD2	0.43175864	0.7451451	-0.5961206	-0.3789394	-0.63892055	0.14377856	2.922726	-0.14377856
ADAL	0.073699236	1.4522321	-0.8891871	-0.1481812	0.047401667	-0.225559	-0.007703543	0.007703543
ADAM10	-0.362525	0.6533723	0.02289915	3.0711637	0.5586915	-0.02289915	-0.46509218	-0.71307516
ADAM11	0.9024627	3.6128123	-2.554773	-0.8824303	-0.1704557	0.1704557	-0.906091	1.0251548
ADAM12	-0.0714798	1.1268225	-1.5577717	-1.4886379	1.1197882	-2.091745	0.0714798	0.5596237
ADAM15	0.12009001	-2.9844427	-0.5965724	0.49114847	-0.2673049	0.39990187	0.3182068	-0.12009001
ADAM17	-1.4156089	-0.15126562	-0.9243889	-1.1786575	0.958457	0.7182808	0.15126562	0.7033558
ADAM18	1.9203281	3.5183358	-0.7991309	-0.12508821	-0.6788831	-0.44879246	0.17698574	0.12508869
ADAM19	0.36199474	2.1876893	0.48269463	0.67891884	-0.36199474	-0.7846036	-1.3386183	-2.8984437
ADAM2	2.0562596	3.221529	-0.8349304	-0.14604044	-0.6113081	-0.48549795	0.24000454	0.14604044
ADAM20	1.345583	2.6792464	-1.2850552	-0.65447855	0.3717575	-1.1247292	-0.3717575	0.88476086
ADAM21	2.134821	2.9293485	-0.29247475	-0.5106778	0.2545972	-0.2545967	0.35911512	-0.26944304
ADAM22	0.67496586	2.0492225	-2.1550055	-1.0974555	0.68906164	-0.43809223	-0.2664461	0.2664461
ADAM23	-0.13906145	1.0226812	-0.4562664	-2.4506917	-0.25199175	0.13906145	3.210351	4.353313
ADAM28	0.24230623	0.24404764	-2.1485324	-2.7834544	0.042648792	0.23557329	-0.042648792	-0.5262995
ADAM29	1.9383984	3.462307	-0.7606988	-0.14327478	-0.6981187	-0.5183339	0.18995428	0.14327478
ADAM30	0.58378935	1.9569144	0.8309388	-1.3851738	-0.07238817	0.07238817	-1.207818	-1.216425
ADAM32	1.92455	3.249782	-0.72827816	-0.16584063	-0.7091632	-0.57369614	0.22064877	0.1658411
ADAM33	-0.6391785	0.64438224	-0.87605166	-1.5107982	-0.1783812	0.1783812	0.38040662	0.30001712
ADAM3A	1.9171824	3.7801852	-0.7758508	-0.12904692	-0.73147345	-0.5950408	0.18715525	0.12904692
ADAM5P	1.8764853	3.176024	-0.81291866	-0.1252799	-0.7134819	-0.56785965	0.16320705	0.12527943
ADAM6	1.9751377	3.4862447	-0.81539154	-0.15087318	-0.63756514	-0.39867258	0.20644188	0.15087366
ADAM7	1.7580657	3.3402104	0.14800453	-0.34123755	-0.9144087	-0.74190617	0.044909954	-0.044909477
ADAM8	1.6715844	2.9079149	-2.0817993	-2.399306	2.1254942	0.93889546	-0.93889546	-6.2904043
ADAM9	1.1490259	2.5965524	1.1176853	0.40018559	-1.4992256	-1.0201416	-0.5804982	-0.40018559
ADAMDEC1	8.307734	2.9073758	-1.3623438	-0.7179661	0.51974916	-1.1173491	0.3559866	-0.3559866
ADAMTS1	0.85413384	0.200804	-3.9549282	-3.266063	0.26601052	-0.5007918	-0.12531018	0.12531018
ADAMTS10	1.8497488	1.5114682	0.30763602	-0.14709449	-0.043507814	-1.3494952	0.043507814	-1.1812289
ADAMTS12	3.8014293	3.519661	-0.96289873	-0.31880236	-0.84573984	0.008299828	0.14941072	-0.008299828
ADAMTS13	1.0443892	1.7519283	2.2212152	2.3011255	-1.8411865	-1.9830809	-1.0443892	-1.4721088
ADAMTS14	1.7157083	2.5926418	-1.4939332	-0.8102455	2.8767009	-1.0989146	0.48360682	-0.48360682
ADAMTS15	1.949213	3.5751657	-0.7751632	-0.14536428	-0.66910505	-0.4270053	0.19729853	0.14536428
ADAMTS16	2.022317	3.3399177	-0.84020996	-0.17582512	-0.58197784	-0.37359142	0.22377872	0.17582512
ADAMTS17	0.21488237	1.2160883	-2.4070225	-2.255084	-0.0637579	0.0637579	-0.2704978	0.8741112
ADAMTS18	2.0072541	3.3326516	-0.806489	-0.1784172	-0.55409575	-0.36195946	0.22553253	0.17841673
ADAMTS19	0.63515544	1.9005344	0.8392956	0.745137	-1.7210982	-0.63515544	-1.0385082	-1.1093199
ADAMTS2	1.7561822	3.1879497	0.6011915	-0.2613659	-0.05090809	-0.26995277	0.01356554	-0.013566017
ADAMTS20	1.9776301	3.4531565	-0.79110765	-0.15717745	-0.7294316	-0.5956588	0.27340317	0.15717745
ADAMTS3	1.742002	3.2996259	-0.97323227	-0.31994724	-0.22792625	0.16322422	0.01790142	-0.01790142
ADAMTS4	2.0292819	-0.81786466	-4.9740534	-4.292081	2.1192229	-4.6622934	1.1399467	0.81786466
ADAMTS5	5.5465117	3.1035733	-0.9842825	-0.32735825	1.390367	-0.67355967	0.025411606	-0.025411129
ADAMTS6	1.6080966	2.7736392	0.44633865	1.1026397	-1.3446941	-0.8575587	-0.44633865	-0.492764
ADAMTS7	0.1265912	1.5797958	-1.1156211	-0.46485567	-0.3505454	0.13509512	0.24402523	-0.1265912
ADAMTS8	3.5071318	1.9532926	-2.202583	-1.5260065	-0.46578908	1.4889486	0.46578908	-1.1735551
ADAMTS9	2.767623	1.5727592	-0.24548006	-2.301549	0.24548006	-2.7052402	0.63769436	-1.9992609
ADAMTSL1	1.6460283	2.5868995	1.6498234	0.44244456	-0.88881755	-1.4996288	-1.2156808	-0.44244456
ADAMTSL2	2.3776376	1.5699036	-0.99104714	-1.4326046	1.4044635	-0.43337893	0.43337893	-0.82391477
ADAMTSL3	3.2980514	3.1887522	-1.0252719	0.8415108	-0.9093194	-0.7469549	-0.002451897	0.002451897
ADAMTSL4	-1.0511067	0.12675309	0.48596406	-0.12675309	-0.6844332	1.0517085	1.5155852	-2.366164
ADAMTSL5	0.15243721	0.82484293	-0.7305565	-1.3256865	0.08901119	0.73431015	-1.0616431	-0.08901119
ADAP1	0.19413066	-0.5038583	1.990792	2.0838706	-1.3058937	-1.6617658	-0.19413066	0.2214973
ADAP2	3.5162919	0.36490273	-3.5138543	-3.3448346	2.8101857	-0.36490273	2.2195146	-2.9980485
ADAR	-0.44672275	0.3867061	-0.8334625	-0.61163306	0.43909287	0.99909425	-0.10498166	0.10498166
ADARB1	1.0932002	-0.060192585	-2.5483227	-3.6569939	0.6400404	-0.6549072	0.060192585	0.108706474
ADARB2	3.983852	3.9838881	-0.74410915	-0.4338274	0.06543398	-0.0654335	2.4399552	-0.16220665
ADAT1	-1.9512346	-1.364003	0.14668632	-1.0699503	-0.0322392	0.35836864	0.0322392	1.8511465
ADAT2	-1.2634101	0.3741703	-1.7075744	-1.9460044	0.08696604	0.61403894	0.38456059	-0.08696604
ADAT3	0.03533697	1.3436842	-0.03533697	0.94413805	-1.2817969	-0.6662717	0.54884243	-0.68063784
ADC	-0.21669412	1.9026301	2.9573786	2.6766646	-0.14395404	0.14395404	-1.1377571	-0.3201654
ADCK1	0.071820736	0.43823004	-0.071820736	-0.69076204	-0.08565712	0.32240534	-0.11530924	0.09463358
ADCK2	-1.8792307	-0.58550715	0.61631465	-0.07574344	-0.44764352	0.07574344	0.17647052	0.7662437
ADCK4	-1.1693501	1.0523605	-0.5977211	-1.500287	0.69085455	0.44079542	-0.1644001	0.1644001
ADCK5	-0.2228272	0.3481171	0.5106113	0.06866908	-1.125819	-0.62216353	-0.06866908	0.25594497
ADCY1	0.445776	3.9770303	-2.2958012	-1.6636219	0.31348896	1.4486713	-1.0473404	-0.31348872
ADCY10	0.20952153	1.6143038	-2.5434892	-1.8589828	-0.8286469	1.4022453	-0.20952153	1.0942981
ADCY2	3.4858222	3.3495712	-0.13885403	-0.11770296	-0.70365953	-0.54768085	0.5830412	0.11770296
ADCY3	0.004289627	-0.31164122	0.39755535	0.7604399	-0.004289627	-0.14917278	0.16202784	-0.026638985
ADCY4	1.7834187	0.13565063	0.46352863	1.2718716	-0.9877205	-1.7258191	-0.54110813	-0.13565063
ADCY5	2.531776	2.9597707	0.5487361	-0.47749138	-0.39912796	-0.8271246	-0.09977198	0.09977198
ADCY6	-0.51193047	-0.4347701	2.1509686	1.161233	-0.056233883	0.056233883	0.08603668	-2.0636663
ADCY7	-1.0699775	0.08841443	0.73693633	0.88583255	0.1198113	-0.80628514	-0.08841443	-0.7190521
ADCY8	1.6168423	4.432328	-1.1586142	-0.53872824	-0.37083435	0.039284706	-0.039285183	0.34518623
ADCY9	1.0919709	-0.2336464	-0.5277839	-0.7400451	0.22229338	0.5362582	-0.007611275	0.007611275
ADCYAP1	2.2396212	3.2506843	-0.8182211	-0.16820478	-0.5761514	-0.17648315	0.47408962	0.16820431
ADCYAP1R1	0.8968959	2.3727407	0.027209759	-0.66114664	-0.4198737	0.05378914	-0.027209759	-0.35096645
ADD1	0.18332648	0.26062083	0.2577331	0.25146985	-0.91551805	-0.18332648	-0.70069766	-0.72157645
ADD2	1.2797089	2.6645074	-1.5090446	-0.8433771	-1.2496266	-0.83388567	0.83388567	1.5530596
ADD3	1.1835334	-1.5883677	0.75531745	-0.2260096	-0.012756586	-0.6790955	0.012756586	0.4336574
ADH1A	5.9672937	1.7225335	0.680105	-0.85281396	-2.6046178	-2.4011247	-0.680105	2.2522771
ADH1B	4.770693	3.2942977	-0.8002372	-0.1552186	-0.6926832	-0.27450895	0.22334385	0.15521908
ADH1C	5.19836	0.9449158	0.8495965	-0.8495965	-3.902853	-2.097219	-1.1084461	1.9242558
ADH4	6.7234297	3.1290421	3.307704	0.22648716	-1.1642137	-0.51336384	-0.22648764	-0.30189228
ADH5	1.3052855	-1.228517	0.44058418	0.2231493	-0.04664898	-0.85330486	-0.451262	0.04664898
ADH6	2.1106677	2.9658122	0.06577921	-0.5048914	-1.0027981	-0.8682089	-0.065779686	1.1430798
ADH7	1.5063007	2.015	-2.1495311	-1.5063007	-1.8738945	-1.9049709	6.405526	5.4832697
ADHFE1	0.5470598	1.7787235	-2.3840911	-1.7475092	-1.6281688	0.5849006	-0.18540168	0.18540168
ADI1	0.06880593	-1.4047606	-0.034033537	-0.14305758	0.4211142	0.44563508	0.034033537	-0.22382617
ADIG	1.9470434	3.5448527	-0.795043	-0.13990211	-0.6626892	-0.41882133	0.19533825	0.13990164
ADIPOQ	1.9485531	3.3600974	-0.83847475	-0.15382099	-0.6721668	-0.52657795	0.2688961	0.15382099
ADIPOR1	-0.74866486	-0.36084604	-0.35495853	-0.6516094	0.6057062	1.1601992	0.4247384	0.35495853
ADIPOR2	-0.9449518	-0.20103383	0.19835305	0.035980463	0.83218503	0.76115346	-0.035980463	-0.47298312
ADK	-1.0412772	0.3736508	-1.0156462	-0.10382199	1.1882188	1.1380546	0.10382199	-0.2615807
ADM	-1.4872236	-1.788116	-1.1754093	-0.03456211	1.7544737	1.006506	0.034562588	0.69567966
ADM2	0.26206088	0.3082688	-0.73770547	-0.9974706	-0.9624679	-0.20728326	0.20728326	0.39426494
ADNP	0.046853304	-0.046853304	-0.26938224	-0.31417346	0.7548964	0.5017779	-0.2636292	0.46644902
ADNP2	-0.63219404	0.03001976	0.2158022	-0.03001976	0.42459154	0.56475735	-0.24344015	-0.05971241
ADO	0.307204	-0.5464375	0.09812856	-0.09812856	0.35807586	0.19873738	-0.2895558	-0.5879166
ADORA1	1.822257	3.1912103	-0.9959192	-0.34507608	-0.017315865	-0.52048206	0.06514549	0.017315388
ADORA2A	2.1903853	3.2628446	0.014417172	-0.3969555	-0.7106061	-0.5945692	0.42996264	-0.014417648
ADORA2B	-3.15782	-3.3489587	1.8947418	1.3835342	0.17313933	-0.27713895	-0.17313933	0.20189643
ADORA3	2.4347115	2.0418143	0.5977745	-0.5977745	1.4761267	-1.8572259	-0.79698944	-1.1558876
ADPGK	-0.65188193	0.15836883	0.08549142	-0.026511908	0.4208548	-0.45007062	-0.6147263	0.026511908
ADPRH	0.42833257	2.1353118	-0.7829263	-0.42833257	0.5659964	0.5503824	-1.6718485	-2.2221801
ADPRHL1	-0.60685897	0.6845877	0.58483386	0.65394473	-1.2011988	0.08880448	-1.1470773	-0.08880448
ADPRHL2	-0.5935848	-0.09639287	-0.13140845	-0.67257667	0.09639287	0.29321027	0.36015487	0.8585446
ADRA1A	-0.2880857	0.60255456	-0.35781503	-0.11031747	0.013969183	0.4662807	-0.013969183	0.4182918
ADRA1B	3.9932232	3.2639785	-1.0061336	-0.34730053	-0.36640787	0.5862646	0.024197102	-0.024196625
ADRA1D	1.9186759	3.3997726	-0.7795434	-0.11513424	-0.69545126	-0.21907711	0.5139394	0.11513424
ADRA2A	3.2851596	-0.049165726	3.659144	1.930409	-0.8432622	-3.989612	0.049165726	-3.2317066
ADRA2B	2.4875274	3.239544	-0.8235636	-0.12453413	-0.7225609	-0.57680464	0.12453413	0.49328327
ADRA2C	-0.6091275	-1.7405763	-3.295761	-5.0641813	1.0452986	1.1026201	0.6091275	1.8120632
ADRB1	2.0922794	0.50209475	-2.5645013	-1.3430758	-0.50209475	1.0420084	-1.918458	0.6849141
ADRB2	1.2094946	-1.4303889	-2.1345358	-3.6612997	0.6272335	0.21581888	1.438725	-0.21581888
ADRB3	0.39051986	2.0223792	-0.017137289	0.2662084	-0.4010918	-0.33356404	-0.053955793	0.017137289
ADRBK1	-0.29132056	1.9608085	0.506428	1.2630751	0.005079508	-0.09644675	-0.005079508	-0.4225862
ADRBK2	1.7331038	2.1359258	1.0439806	-0.77783585	0.29017448	-0.29017448	-0.74133253	-2.8007174
ADRM1	-1.3601911	0.035054922	-0.6900966	-0.49618983	0.088680506	0.027923822	-0.027923822	0.62383866
ADSL	-0.550298	0.34787488	-0.27803445	-0.7093432	0.22595286	0.21016097	-0.21016097	0.77395606
ADSS	-0.53594613	-1.5782888	0.035709143	-0.6089976	0.75815845	0.79225326	-0.035709143	1.7647054
ADSSL1	-0.7351823	-2.066194	-1.9236016	-2.1782274	2.9225235	2.8790998	0.7351823	0.7709818
AEBP1	-0.7689128	0.5474644	1.0453038	0.06590319	0.62806845	-0.06590319	-1.4238024	-0.09026861
AEBP2	-0.22973919	0.88731337	-0.6650648	-0.37253284	1.4289198	1.3517351	-0.5742345	0.22973919
AEN	-1.0439618	0.82105184	1.3934066	0.9676025	-0.4148581	-0.5369055	-0.49964356	0.4148581
AES	0.36951542	-0.27934122	0.2863741	0.56620693	-1.5475979	-1.7700186	-0.3273692	0.2793417
AF072164	2.9604843	3.9122531	-0.87757134	-1.3541715	0.87757134	1.173331	-0.95011306	-1.1236794
AF074986	-1.1008346	0.50239587	1.0414064	1.0225465	-0.66682076	0.34919715	-0.7380469	-0.34919715
AF090909	1.888804	3.178278	-0.8143449	-0.09793711	-0.71721697	-0.6006851	0.09907198	0.09793711
AF116680	1.943222	3.5061011	-0.7783222	-0.14284897	-0.7224412	-0.5535774	0.22622776	0.14284897
AF131813	1.927865	3.4532638	-0.8194947	-0.16196346	-0.7114568	-0.5387697	0.20479631	0.16196394
AF143325	-0.8517852	-0.8834915	-0.24872828	0.8752284	2.3810391	2.7833896	0.24872828	-0.33113003
AF147412	-0.12990808	0.25151634	-0.68694544	0.009246349	0.10909033	0.5352864	-0.15378189	-0.009246349
AF150244	2.0475626	3.2386298	-0.8097639	-0.1413765	-0.5813565	-0.4682207	0.25377607	0.1413765
AF220493	1.9337177	3.4709482	-0.76786566	-0.13972235	-0.3423357	-0.5151119	0.20363188	0.13972235
AF274942	1.9023633	3.1975389	-0.7919769	-0.10308313	-0.7084265	-0.580122	0.1274395	0.10308361
AF281279	1.5425019	2.9892492	-0.38235998	-0.6175904	-1.0852408	-0.15902615	1.353086	0.15902615
AF289562	1.7515397	3.4213004	1.7336473	-0.33189297	-0.8922677	-0.6880293	0.034709454	-0.034708977
AF289601	1.4462943	2.976502	0.30292797	1.7660112	-1.1416144	-0.9292288	-0.30292797	-0.36380672
AF289610	0.52825475	2.117112	0.86886954	-0.32397676	-0.58605075	0.32397676	-0.72459865	-1.2713044
AF289615	-0.23970437	1.1631072	1.1261852	-0.021559954	0.021559954	-0.4997604	0.2460072	-0.46563935
AF351612	1.4200234	2.9910827	0.9907422	-0.67609215	-1.0421762	0.29346514	-0.29346514	-0.38323498
AF370399	1.7487812	3.3980079	-0.96350384	-0.33287764	-0.8912692	1.1581616	0.030580044	-0.030579567
AF390550	-0.018093586	0.7352519	2.695979	1.973072	0.018093586	-0.37961674	-0.6037674	-0.7603102
AF461897	1.9561834	3.5236464	-0.8033366	-0.14278364	-0.65373135	-0.41131878	1.0889521	0.14278364
AF495723	1.0098438	2.409885	-0.28847027	-1.1582208	-0.29338646	0.8611474	-0.7177043	0.28847027
AFAP1	-0.24414825	0.30692148	0.9748297	0.37027454	0.24414825	-0.92374086	-0.6646762	-0.30420113
AFAP1L1	0.9852989	-0.9282243	-4.4120092	-4.5264654	1.9924438	1.4167898	-0.88029456	0.88029456
AFAP1L2	-0.4534595	-2.5287554	0.4156382	0.25539327	0.2586825	0.28375363	-0.25539327	-3.3632867
AFARP1	0.34447026	-1.3236797	0.5735271	0.018235922	-0.018235922	-0.028527021	0.15068316	-0.43281198
AFF1	1.4601011	-0.04323721	0.30144787	0.65210915	-0.50365305	-1.3059416	-0.365067	0.04323721
AFF2	1.6903996	3.1035542	-1.1018672	-0.45311165	-0.3885908	1.2591267	-0.07811737	0.07811737
AFF3	1.9015117	3.4264398	-0.79109335	-0.12110138	-0.70803976	-0.3750906	0.69274855	0.12110138
AFF4	-0.04390645	0.18741632	0.04390645	-0.7214658	0.21482301	0.18405843	-0.08684611	-0.070663214
AFG3L1	0.59338784	1.8905895	1.306721	1.3869641	-1.5392468	-1.6169493	-0.59338784	-0.658571
AFG3L2	-1.1469755	-1.3924451	0.010731697	0.2496481	-0.010731697	0.11583519	-0.23911905	0.9808645
AFM	1.9732218	3.2704868	-0.8508487	-0.17266989	-0.64852715	-0.4848194	0.2163167	0.17266989
AFMID	-0.13334846	0.11322355	-0.26828957	-0.42820835	-0.032454014	0.032454014	0.32623768	0.48012352
AFP	-0.17090225	1.3003802	0.17090225	0.6701851	-0.5116644	-0.5487733	0.25992775	-1.9537706
AFTPH	-0.111330986	0.48552847	0.06319237	0.2560215	-0.14311409	-0.06319237	-0.09366083	0.067043304
AGA	0.38289928	0.44530725	-0.012381554	0.012381554	-0.14529324	-0.14413548	0.5829005	-0.5892544
AGAP1	-0.811496	-0.1252191	0.8613703	0.9650166	0.1252191	0.58309007	-0.78874135	-0.4266293
AGAP11	0.30059648	2.1747596	0.81153417	0.18223834	-0.83900857	-0.18223834	-0.82132316	-0.5194895
AGAP2	0.9305618	2.5759714	0.9799659	1.262171	-0.9305618	-2.3254225	-1.8485868	-1.6934893
AGAP3	-0.414793	-0.7839799	0.45983887	0.7584505	-0.53547955	-0.5902147	0.5991273	0.414793
AGAP7	0.1880207	1.363544	2.525844	2.6245503	-0.7180934	-0.75107	-0.1880207	-0.4269395
AGBL1	0.22033691	1.7486081	0.47829437	-0.09795523	-2.2878623	0.09795523	-1.2329254	-0.17183638
AGBL2	1.4027472	2.6938262	0.32923746	-0.35132217	0.34261513	-1.196764	-0.32923794	-0.3896408
AGBL3	0.41086435	1.3844194	-0.044776917	0.013671398	-0.6382332	-0.369874	-0.013671398	0.34465933
AGBL4	1.1351361	6.6297784	0.056245804	0.26834917	-0.056245804	-0.07520056	-0.53692245	-0.47486353
AGBL5	-1.1866622	0.20808887	-0.20808887	-0.97372055	1.3279605	1.5185523	-0.41273832	0.29970694
AGER	-0.35940576	2.7612193	9.15E-04	0.97801614	-9.15E-04	-0.79997087	1.655196	-0.6566856
AGFG1	-0.82944345	-0.5305228	0.13893795	-0.05135441	0.8405905	0.39943314	0.05135441	-0.10346413
AGFG2	-0.75095797	0.623487	-0.13628006	0.13628006	-0.7664175	-0.29965687	1.3976054	0.87987804
AGGF1	0.3114543	-0.5438738	-0.009937763	0.45012045	0.009937763	0.5288367	-0.9590006	-0.69945097
AGK	-2.0836077	0.21823883	0.045086384	0.7240777	-0.5110402	-0.7773752	-0.045086384	1.3543048
AGL	-0.076627254	0.076627254	0.17214441	-0.25102377	-1.1384301	-0.8364997	0.35066032	1.5364785
AGMAT	2.4078307	-0.17639017	2.0032792	2.394753	-0.76445866	-0.91907644	-0.82764006	0.17639017
AGPAT1	0.19577241	-0.49666238	-0.3783548	-0.63204837	2.0270789	1.3939688	-0.19577241	0.33128572
AGPAT2	0.04565859	-0.5373678	1.0970073	1.441566	-0.71443224	-0.38976145	0.2660675	-0.04565859
AGPAT3	-0.03628683	-3.681305	0.23781443	0.03628683	0.41119814	0.15010023	-0.31103897	-0.80600023
AGPAT4	0.65179753	4.099059	0.5353968	0.6236117	-0.80402255	-0.5353968	-0.8097327	-2.4433267
AGPAT5	0.868979	-1.0960069	0.24185371	-0.007574081	0.19483471	-0.9924841	0.007574081	-1.2358651
AGPAT6	-0.32211804	-0.7462275	1.6048253	1.0637343	-0.13145518	-0.20033574	0.13145518	0.26339746
AGPAT9	0.5866182	-1.1666586	-0.39617133	0.75241303	-2.986657	-2.1467087	0.39617133	1.5762484
AGPHD1	0.029799461	0.31606627	-0.029799461	0.76715183	0.13250208	-0.06141615	-0.36417103	-0.5758915
AGPS	0.1379776	-0.5855231	0.024159431	0.30262566	0.18242168	-0.024159431	-0.093827724	-0.41816044
AGR2	4.910204	-4.486416	3.8832805	4.898877	-3.955375	-4.3687763	2.1423466	-2.1423466
AGR3	3.6867347	-0.39720535	5.841517	5.8016887	-4.39698	-2.1337657	0.39720535	-3.4674392
AGRN	-1.4927645	-3.432756	0.47108173	-0.0208292	0.8645897	0.89545727	-0.8451123	0.0208292
AGRP	0.42725182	2.7519116	0.2983284	0.25025177	-0.25025177	-0.9193859	-0.6581435	-0.309453
AGT	6.7612276	3.3110871	-0.8371377	-0.16324282	-0.33202076	-0.5605364	4.473403	0.16324234
AGTPBP1	0.14756131	1.984102	0.5837157	1.0350506	-1.4480793	-1.0864618	-0.14756131	-0.57583594
AGTR1	2.120689	3.4581957	-0.7847328	-0.15148878	-0.70141935	-0.5322399	0.21931505	0.15148878
AGTR2	1.9157724	3.455791	-0.82768106	-0.18774939	-0.72704506	-0.5458994	0.18774986	0.42964077
AGTRAP	-0.81392574	-1.5808325	-0.4667201	-1.335474	1.1271615	1.1959748	0.6305809	0.4667201
AGXT	0.05655265	1.4334428	-0.15088868	0.70041776	-0.05655265	-0.17306113	1.1835611	-0.9061439
AGXT2	1.9872513	3.2865052	-0.7877464	-0.14773655	-0.6577921	-0.5087414	0.18963814	0.14773655
AGXT2L1	1.7612801	2.972148	-1.0915065	-0.48372412	-0.9172945	-0.03507042	2.2630568	0.03507042
AGXT2L2	0.004981995	0.018907547	-0.41965294	-0.56924057	-0.18612337	0.6122408	-0.004981995	0.093711376
AHCTF1	0.19098282	-0.77256393	-0.13983107	0.13983107	0.31729603	-0.2813859	-0.5109906	0.5019531
AHCY	-0.6777997	-1.4573832	-0.49845457	-0.8355489	0.68055105	0.49845457	0.74226475	1.3453002
AHCYL1	0.03255415	-0.5796871	-0.09949827	-0.12523317	0.122339725	-0.03255415	0.13264751	1.0599866
AHCYL2	2.8090727	-0.9250338	3.915891	3.5331137	-0.048523188	0.048523188	-0.105514765	-0.07750249
AHDC1	-1.3996124	-0.12767029	0.02257967	-0.02257967	-0.16294718	0.18817568	0.7162857	0.27534342
AHI1	-0.6124065	0.7965472	1.8806579	2.2151334	0.03143096	-0.03143096	-2.0026824	-1.2541554
AHNAK	-0.6214609	-0.5021968	0.055607796	0.19495678	-0.24358177	0.007281303	0.8075986	-0.007281303
AHNAK2	-2.4417748	-1.4564738	-0.98023605	-2.0251784	1.0109873	1.7332802	1.1155171	0.98023605
AHR	-0.055788994	0.69339037	0.15518951	0.055788994	-0.15361404	-0.3480959	-0.5564914	1.2140827
AHRR	0.3867371	1.5969942	-1.1995752	-1.9106357	1.3348563	1.3051322	-0.3867371	-1.6101105
AHSA1	-0.69344735	-0.23631358	0.6335199	-0.5209248	1.4060028	1.0725353	-0.14380145	0.14380145
AHSA2	0.005972147	3.5331032	3.3027465	1.9208667	-0.005972147	-0.2195971	-0.72769666	-0.74644494
AHSG	0.059524775	1.8979433	-2.2192285	-2.0509722	-1.0915325	0.4464562	0.9468496	-0.059524775
AHSP	1.186368	2.7996602	-0.124875546	0.12487602	-0.83220863	1.0175467	-0.23330307	-0.61727333
AI286100	2.8284879	3.6122932	-0.36592817	-0.14650679	-0.7073498	-0.49951315	0.8426318	0.14650679
AI418341	-0.016695023	0.12641382	-0.83093166	-0.36249352	-0.1580267	0.7275648	0.0166955	0.68490505
AI924184	-2.1540043	-0.71939015	-1.2251146	-1.345628	0.71939015	1.5543034	1.4624975	1.2100508
AICDA	1.915247	6.5099626	-0.79050064	-0.12022352	-0.6981187	-0.5339365	0.17158318	0.120224
AIDA	0.106901884	1.3938801	-0.07853246	-1.5369089	0.6702707	0.07853246	-0.87056804	-0.10056043
AIF1	4.356029	2.989315	-2.5935297	-2.3881435	2.8751063	-3.3075454	2.3881435	-2.8038535
AIF1L	-0.12576032	0.33295894	-1.7569435	-3.550668	-0.58963037	0.12576032	2.710152	1.5656049
AIFM1	0.021954536	0.3309331	-0.12766552	-0.01031971	0.01031971	-0.1078186	-0.5902858	0.45233345
AIFM2	0.6547713	0.03735113	1.9184642	2.0647168	-0.099309444	-0.7452874	-0.055113316	-0.03735113
AIFM3	0.32468128	1.7344208	5.5649953	5.6637473	-2.0941992	-2.041213	-1.6085248	-0.32468128
AIG1	0.33283186	-1.039072	-0.2808652	-0.16447115	0.16447115	1.7948318	0.40409565	-0.18226767
AIM1	-1.0925784	-0.9681797	0.22255182	0.4628396	-0.22255182	1.069634	1.4686089	-1.3124208
AIM1L	-3.9226213	-2.6878767	-0.010221958	0.010221958	-0.8400006	0.34029436	1.4465218	0.5223975
AIM2	0.38080907	4.3537064	-3.8578985	-3.2140796	4.510398	1.7926934	-0.38080907	-2.8503048
AIMP1	-0.42331195	0.001438856	0.016867876	0.42806458	-0.001438856	0.18734574	-0.44808412	-0.38878894
AIMP2	-0.7073064	-0.29371166	0.3125167	0.4981761	-0.068641186	0.068641186	-0.29404736	0.7485671
